1.515957641601562500e+02,5.623810958862304688e+01,2.433122396469116211e+00,7.802613525390625000e+02,1.000000000000000000e+00,1.182231903076171875e+02
9.042326354980468750e+01,4.297561168670654297e+00,3.052497863769531250e+00,5.821850585937500000e+02,1.000000000000000000e+00,8.688552093505859375e+01
8.478810119628906250e+01,4.293453216552734375e+01,3.085894346237182617e+00,2.662294921875000000e+02,1.000000000000000000e+00,1.199374542236328125e+02
1.858006134033203125e+02,6.072723007202148438e+01,2.823258638381958008e+00,1.301799774169921875e+02,1.000000000000000000e+00,3.871255493164062500e+02
1.068772048950195312e+02,6.096467208862304688e+01,2.368036746978759766e+00,6.232752227783203125e+01,1.000000000000000000e+00,8.441519165039062500e+01
1.440789985656738281e+01,1.408992409706115723e-01,8.752537965774536133e-01,-9.900000000000000000e+01,2.000000000000000000e+00,6.725113677978515625e+01
1.326820831298828125e+02,3.288603973388671875e+01,1.718966722488403320e+00,5.784033813476562500e+02,1.000000000000000000e+00,1.529536285400390625e+02
6.555213165283203125e+01,2.767349779605865479e-01,4.288920164108276367e-01,8.642362213134765625e+01,1.000000000000000000e+00,5.203892898559570312e+01
1.577515411376953125e+02,4.254058074951171875e+01,2.544819116592407227e+00,3.485336685180664062e+01,1.000000000000000000e+00,1.500888671875000000e+02
6.238277053833007812e+01,4.518884658813476562e+01,1.198567390441894531e+00,4.335851287841796875e+01,1.000000000000000000e+00,1.127450561523437500e+02
2.659091491699218750e+02,5.698266601562500000e+01,2.882730722427368164e+00,5.839842605590820312e+01,1.000000000000000000e+00,8.886199188232421875e+01
2.148204498291015625e+02,4.413996887207031250e+01,2.941345453262329102e+00,1.151624603271484375e+02,1.000000000000000000e+00,1.633802795410156250e+02
7.749818420410156250e+01,3.883236312866210938e+01,2.505379676818847656e+00,1.567241573333740234e+01,1.000000000000000000e+00,1.611930847167968750e+02
1.191326980590820312e+02,8.905316925048828125e+01,1.923004984855651855e+00,-9.900000000000000000e+01,1.000000000000000000e+00,8.922676086425781250e+01
1.014975814819335938e+02,3.287248229980468750e+01,1.749030709266662598e+00,6.537579345703125000e+01,1.000000000000000000e+00,1.930574035644531250e+02
8.646875000000000000e+01,1.554597854614257812e+01,2.512252330780029297e+00,2.980085754394531250e+02,2.000000000000000000e+00,6.065048980712890625e+01
7.029111480712890625e+01,7.132748413085937500e+01,2.528494119644165039e+00,-9.900000000000000000e+01,1.000000000000000000e+00,1.599925994873046875e+02
7.821874237060546875e+01,2.154385298490524292e-01,5.618385598063468933e-02,1.028926925659179688e+02,1.000000000000000000e+00,1.156315689086914062e+02
8.309622192382812500e+01,5.192940139770507812e+01,2.894139289855957031e+00,2.260948944091796875e+02,1.000000000000000000e+00,8.885430145263671875e+01
2.400421142578125000e+02,6.196371078491210938e+01,2.924351930618286133e+00,1.260597534179687500e+02,1.000000000000000000e+00,9.872471618652343750e+01
3.206242752075195312e+01,2.072067070007324219e+01,2.643665075302124023e+00,7.608264160156250000e+01,1.000000000000000000e+00,3.767584533691406250e+02
1.181809921264648438e+02,4.156227874755859375e+01,2.500105619430541992e+00,7.047795867919921875e+01,2.000000000000000000e+00,8.160912322998046875e+01
1.664608001708984375e+02,3.876546478271484375e+01,2.192996263504028320e+00,5.830751953125000000e+02,1.000000000000000000e+00,2.349109649658203125e+02
1.816255798339843750e+02,5.393135070800781250e+01,2.722076892852783203e+00,3.569155578613281250e+02,4.000000000000000000e+00,1.037135162353515625e+02
1.818409347534179688e+01,1.289564371109008789e-01,5.879776477813720703e-01,3.942793655395507812e+01,1.000000000000000000e+00,1.643511199951171875e+02
7.706287384033203125e+01,5.528843688964843750e+01,2.125399827957153320e+00,3.682529926300048828e+00,2.000000000000000000e+00,1.469924316406250000e+02
1.251032714843750000e+02,3.179576492309570312e+01,2.481869935989379883e+00,7.838396606445312500e+02,1.000000000000000000e+00,6.149959182739257812e+01
1.672096252441406250e+02,3.105876731872558594e+01,1.720133304595947266e+00,3.931054382324218750e+02,1.000000000000000000e+00,1.976654205322265625e+02
1.188812942504882812e+02,2.606365203857421875e+01,2.552857637405395508e+00,7.417669677734375000e+01,1.000000000000000000e+00,1.715562744140625000e+02
5.241457366943359375e+01,4.436743164062500000e+01,1.757003307342529297e+00,3.344542026519775391e+00,1.000000000000000000e+00,6.335508346557617188e+01
